Código modular;Código de institución;Nombre de IE;Nivel / Modalidad;Tipo de Gestión;Dependencia;Director;Estado;Dirección de IE;Provincia;Distrito;Tipo de programa;Turno;Alumnos (Censo educativo);Docentes (Censo educativo);Secciones (Censo educativo)
0437236;;JOSE GRANDA;Secundaria;Pública de gestión directa;Sector Educación;LOPEZ PONTE TOBIAS JULIO;Activo;AVENIDA UNIVERSITARIA S/N;Lima;San Martín de Porres;No aplica;Continuo sólo en la mañana;1222;81;33
0581884;25288599;3033 ANDRES AVELINO CACERES;Secundaria;Pública de gestión directa;Sector Educación;AYME ROMERO MARITZA CAROL;Activo;JIRON PUNO 3379;Lima;San Martín de Porres;No aplica;Continuo mañana y tarde;482;32;16
0488619;;3043 RAMON CASTILLA;Secundaria;Pública de gestión directa;Sector Educación;RODRIGUEZ VALVERDE CLELIA ISABEL;Activo;AVENIDA UNIVERSITARIA S/N;Lima;San Martín de Porres;No aplica;Continuo mañana y tarde;913;64;31
0663138;25669177;2028;Secundaria;Pública de gestión directa;Sector Educación;BRAVO CONTRERAS LILIANA;Activo;AVENIDA VICTOR RAUL HAYA DE LA TORRE MZ B1 LOTE 10;Lima;San Martín de Porres;No aplica;Continuo mañana y tarde;551;31;19
0884528;21361259;2094 INCA PACHACUTEC;Secundaria;Pública de gestión directa;Sector Educación;ORNA VEGA LUIS RODRICH;Activo;JIRON AGUSTIN GAMARRA 3230;Lima;San Martín de Porres;No aplica;Continuo mañana y tarde;241;16;10
0523423;24924114;JOSE HECTOR RODRIGUEZ TRIGOSO;Secundaria;Pública de gestión directa;Otro sector público (FF.AA.);SANDOVAL LOPEZ MARIO ENRIQUE;Activo;AVENIDA GERMAN AGUIRRE S/N;Lima;San Martín de Porres;No aplica;Continuo sólo en la mañana;322;24;13
0732339;;2002 VIRGEN MARIA DEL ROSARIO;Secundaria;Pública de gestión directa;Sector Educación;SOSA MANCHEGO LIZETH MARILIS;Activo;MZ F LOTE 17;Lima;San Martín de Porres;No aplica;Continuo sólo en la tarde;667;28;19
0764910;;2001 SANTA ROSA DE LIMA;Secundaria;Pública de gestión directa;Otro sector público (FF.AA.);ZUÑIGA ARIAS GISSELA JOHANA;Activo;MZ N LOTE 02;Lima;San Martín de Porres;No aplica;Continuo mañana y tarde;541;32;19
0884551;21342114;3081 ALMIRANTE MIGUEL GRAU SEMINARIO;Secundaria;Pública de gestión directa;Sector Educación;RUMALDO NEIRA EULOGIO FILIMON;Activo;JIRON BENJAMIN QUIROGA S/N;Lima;San Martín de Porres;No aplica;Continuo mañana y tarde;700;40;24
0434993;22509837;SAN ANTONIO;Secundaria;Privada;Particular;BERROCAL SALAS OSCAR ULDARICO;Activo;JIRON CARLOS GRAÑA 101;Lima;San Martín de Porres;No aplica;Continuo sólo en la mañana;53;5;5
0884734;21428426;HARVARD SCHOOL S.M.P.;Secundaria;Privada;Particular;DE LA O SANCHEZ MARILU;Activo;AVENIDA FRAY BARTOLOME DE LAS CASAS 584;Lima;San Martín de Porres;No aplica;Continuo sólo en la mañana;65;10;5
0884817;22385178;JUANA MARLENE URIBE ROMERO;Secundaria;Privada;Particular;CARRASCO VEGA MARIO OSWALDO;Activo;MZ A LOTE 27-28-29-3;Lima;San Martín de Porres;No aplica;Continuo sólo en la mañana;72;5;5
0885483;21347401;SANTIAGO ANTUNEZ DE MAYOLO;Secundaria;Privada;Particular;VIA CALDAS FLOR DE MARIA;Activo;CALLE JOSE DE LA TORRE UGARTE 269;Lima;San Martín de Porres;No aplica;Continuo mañana y tarde;100;7;6
1241579;21552089;WILHELM VON HUMBOLDT;Secundaria;Privada;Particular;RODRIGUEZ ORELLANA LUCIA ANA;Activo;JIRON NICOLAS DE PIEROLA 396;Lima;San Martín de Porres;No aplica;Continuo sólo en la mañana;12;6;4
1223627;25006844;APOSTOL SANTIAGO;Secundaria;Privada;Particular;PRADO YAHUACHI VICTOR RAUL;Activo;JIRON ALBERTO BARTON 313;Lima;San Martín de Porres;No aplica;Continuo mañana y tarde;58;9;5
1246958;21347655;VIRGEN DE GUADALUPE;Secundaria;Privada;Particular;ARANDA TAMAYO GLADYS;Activo;MZ Ñ LOTE 17-18 ETAPA II;Lima;San Martín de Porres;No aplica;Continuo mañana y tarde;137;8;5
1242379;;SAN MARCELO;Secundaria;Privada;Particular;HUAMAN TICONA JANNET MILAGROS;Activo;MZ C LOTE 5-13;Lima;San Martín de Porres;No aplica;Continuo sólo en la mañana;64;11;5
1247832;22266454;3082 PARAISO FLORIDO;Secundaria;Pública de gestión directa;Sector Educación;CUNZA SACO VICTOR BENJAMIN;Activo;CALLE 3 S/N;Lima;San Martín de Porres;No aplica;Continuo sólo en la mañana;650;33;20
1247998;;SIR ISAAC NEWTON;Secundaria;Privada;Particular;DEL CASTILLO TUESTA FRANCISCO;Activo;AVENIDA LAS ALMENDRAS 293;Lima;San Martín de Porres;No aplica;Continuo sólo en la mañana;73;3;5
1248277;25739396;EL APOSENTO ALTO;Secundaria;Privada;Particular;DIAZ ATAUCURE RUBEN WILFREDO;Activo;AVENIDA TUPAC AMARU 6995;Lima;San Martín de Porres;No aplica;Continuo sólo en la tarde;28;13;5
1248558;;MONITOR HUASCAR;Secundaria;Privada;Particular;WILMER ROBERT LOPEZ ALIAGA;Activo;MZ H LOTE 2-3-18 Y 19;Lima;San Martín de Porres;No aplica;Continuo sólo en la tarde;259;12;13
1261627;21536903;CARLO MARTIN ACEVEDO ROSALES;Secundaria;Privada;Particular;ROSALES REYES YOLANDA ESTRELLA;Activo;MZ E LOTE 11-23;Lima;San Martín de Porres;No aplica;Continuo sólo en la mañana;0;0;0
1261874;21413720;SANTA ISABEL;Secundaria;Privada;Particular;FLORES CARMONA YOLANDA;Activo;JIRON IQUITOS 487;Lima;San Martín de Porres;No aplica;Continuo sólo en la mañana;73;8;5
1261908;24733467;SEÑOR DE LA SOLEDAD;Secundaria;Privada;Particular;ESPINOZA ALVARADO JUSTA TERESA;Activo;JIRON FRANCISCO DE MIRANDA 188;Lima;San Martín de Porres;No aplica;Continuo mañana y tarde;1;1;1
1262559;21346330;NIÑO CHAPERITO;Secundaria;Privada;Particular;RODRIGUEZ MARTEL MARITA EMMA;Activo;CALLE NICANOR GARCIA Y LASTRES 240;Lima;San Martín de Porres;No aplica;Continuo sólo en la mañana;105;6;5
1481241;21431052;LOS DOMINICOS DE PALAO;Secundaria;Privada;Particular;VILLEGAS JACINTO JULIO CESAR;Activo;JIRON SAN JUAN BAUTISTA 273;Lima;San Martín de Porres;No aplica;Continuo sólo en la mañana;112;10;5
1481258;21420328;SANTA ANA DE LOS JARDINES;Secundaria;Privada;Particular;RIVERA VALENCIA AGAPITO EUSTAQUIO;Activo;JIRON LOS TAMARINDOS 335;Lima;San Martín de Porres;No aplica;Continuo sólo en la mañana;0;0;0
1481266;21351921;NUESTRA SEÑORA DE LA PAZ;Secundaria;Privada;Particular;BONILLA PALOMARES ROSIO CATALINA;Activo;CALLE MANUEL CLAVERO 2241;Lima;San Martín de Porres;No aplica;Continuo sólo en la mañana;184;13;9
1481274;21423701;EDMUND HALLEY;Secundaria;Privada;Particular;CASTAÑEDA BECERRA JORGE LUIS;Activo;JIRON AUGUSTO AGUIRRE 3068;Lima;San Martín de Porres;No aplica;Continuo sólo en la mañana;17;5;5
1481795;22355392;LORD BRAIN;Secundaria;Privada;Particular;DELGADO VARGAS NORLY OFELIA;Activo;CALLE 4B MZ C LOTE 19 Y 39 ETAPA II;Lima;San Martín de Porres;No aplica;Continuo sólo en la mañana;124;6;5
1481811;25668006;SAN IGNACIO DE INGENIERIA;Secundaria;Privada;Particular;VELEZ AMAYA MANUEL;Activo;JIRON ANTONIO GARLAND 625;Lima;San Martín de Porres;No aplica;Continuo sólo en la mañana;0;0;0
1481746;21551740;DANTE ALIGHIERI;Secundaria;Privada;Particular;CRUZ AYALA WELLINGTON DANTE;Activo;AVENIDA LOS ALISOS MZ Q1 LOTE 2;Lima;San Martín de Porres;No aplica;Continuo sólo en la mañana;25;4;5
1482033;;LUIS PARDO NOVOA;Secundaria;Privada;Particular;AGUIRRE RIVERA FORTUNATO;Activo;JIRON CHINCHA 362;Lima;San Martín de Porres;No aplica;Continuo sólo en la mañana;5;5;3
1482066;21552577;MAETERLINCK MAURICIO;Secundaria;Privada;Particular;ORE RONDON RAUL;Activo;MZ Q LOTE 2;Lima;San Martín de Porres;No aplica;Continuo sólo en la mañana;112;8;5
1482082;;GERMAN CARO RIOS;Secundaria;Privada;Particular;GUERRERO TINCOPA WALTER;Activo;MZ A LOTE 19;Lima;San Martín de Porres;No aplica;Continuo sólo en la mañana;36;4;5
1482090;25668261;SANTISIMA VIRGEN DEL CAMINO;Secundaria;Privada;Particular;ALMERI VERAMENDI MARTHA ISABEL;Activo;JIRON LOS PINOS 149;Lima;San Martín de Porres;No aplica;Continuo sólo en la mañana;118;10;6
1482108;23545535;PERUANO CANADIENSE SAN DIEGO COLLEGE;Secundaria;Privada;Particular;BOTTA CARRION YOLANDA PATRICIA;Activo;CALLE VIRGEN DE LAS MERCEDES 927;Lima;San Martín de Porres;No aplica;Continuo sólo en la mañana;98;5;5
1482124;21551333;SAN JUAN BOSCO;Secundaria;Privada;Particular;ESPINOZA ALVARADO FERNANDO;Activo;MZ Y LOTE 01-02;Lima;San Martín de Porres;No aplica;Continuo mañana y tarde;53;7;5
1482132;21434361;ARTURO HONORES DE SAN MARTIN;Secundaria;Privada;Particular;CARDENAS LOPEZ WILLINGTON;Activo;MZ A LOTE 10-23;Lima;San Martín de Porres;No aplica;Continuo sólo en la mañana;100;7;5
1482140;21428914;JUAN WOLFGANG GOETHE;Secundaria;Privada;Particular;MOROCHO CACERS LUZ MARINA;Activo;LOS LIBERTADORES MZ HV. LOTE 7;Lima;San Martín de Porres;No aplica;Continuo sólo en la mañana;90;6;5
1482231;21432202;SIGLO XXI;Secundaria;Privada;Particular;CUCHO ANGULO VICTOR ERNESTO;Activo;AVENIDA EL OLIVAR MZ D LOTE 10;Lima;San Martín de Porres;No aplica;Continuo sólo en la mañana;84;7;5
1482355;;NUESTRA SEÑORA DE MONSERRAT DE SANTA APOLONIA;Secundaria;Privada;Particular;URIARTE SANTAMARIA HENRY GIOVANNI;Activo;MZ M LOTE 11-12;Lima;San Martín de Porres;No aplica;Continuo sólo en la mañana;26;9;5
1482454;21357138;LEONARDO DE PISA;Secundaria;Privada;Particular;SANCHEZ SALAZAR GLORIA GENA;Activo;MZ E LOTE 2;Lima;San Martín de Porres;No aplica;Continuo sólo en la mañana;30;7;5
1482462;21431214;MAX SCHELER EIRL;Secundaria;Privada;Particular;SANDOVAL CASTRO LEOVIGILDO;Activo;AVENIDA ANGELICA GAMARRA 2244;Lima;San Martín de Porres;No aplica;Continuo sólo en la mañana;48;7;5
1482785;;KENNEDY;Secundaria;Privada;Particular;VALQUI OXOLON JOSE MERCEDES;Activo;CALLE SANTA ANGELICA 290;Lima;San Martín de Porres;No aplica;Continuo sólo en la mañana;78;5;5
1482900;23504529;FRANCISCA DIEZ CANSECO DE CASTILLA;Secundaria;Privada;Particular;ACOSTA RETAMOZO ROSA LUZ;Activo;MZ D LOTE 1;Lima;San Martín de Porres;No aplica;Continuo sólo en la mañana;166;9;5
1482975;21349976;TRILCE LOS OLIVOS;Secundaria;Privada;Particular;PAREDES GONZALES MIRTHA;Activo;AVENIDA TOMAS VALLE 841-843-845;Lima;San Martín de Porres;No aplica;Continuo sólo en la mañana;2207;153;63
1483239;21553239;SAN AGUSTIN DE ANTARES;Secundaria;Privada;Particular;RAMOS SUMOSO ELMER MAGNO;Activo;JIRON GUILLERMO MOORE MZ O LOTE 14;Lima;San Martín de Porres;No aplica;Continuo sólo en la tarde;113;10;5
1483270;;CORAZON DE MARIA;Secundaria;Privada;Particular;CABRERA MASGO YESENIA;Activo;JIRON LOS RUIBARES 303-306;Lima;San Martín de Porres;No aplica;Continuo sólo en la mañana;101;5;5
1483338;21355313;CHARLES BUHLER;Secundaria;Privada;Particular;TELLO AYALA ROSSANA MILAGRO;Activo;JIRON GARCIA Y LASTRES 215;Lima;San Martín de Porres;No aplica;Continuo sólo en la mañana;32;4;5
1483361;;MATER MARIA DE LOS ANGELES;Secundaria;Privada;Particular;CABRERA RODRIGUEZ VICTORIA;Activo;JIRON ANCASH 3683;Lima;San Martín de Porres;No aplica;Continuo sólo en la mañana;24;11;5
1483551;21353256;THALES DE MILETO SCHOOL;Secundaria;Privada;Particular;AMBROSIO OLIVAS NARCISO;Activo;AVENIDA PACASMAYO 3302;Lima;San Martín de Porres;No aplica;Continuo sólo en la mañana;124;9;5
1483668;21432954;ALBERT EINSTEIN DE CAYRAN;Secundaria;Privada;Particular;AGUILAR LIZAMA MILTON;Activo;MZ A LOTE 2;Lima;San Martín de Porres;No aplica;Continuo sólo en la mañana;0;0;0
1483940;21432385;TOMAS ARIETA CRUZ;Secundaria;Privada;Particular;ARIETA RIOS MANUEL AUGUSTO;Activo;AVENIDA SANTA ROSA MZ A LOTE 07 ETAPA I;Lima;San Martín de Porres;No aplica;Continuo sólo en la mañana;112;9;5
1484310;21430633;INNOVA VIGOTSKY SCHOOL;Secundaria;Privada;Particular;CUCHO ANGULO VICTOR ERNESTO;Activo;MZ E LOTE 13;Lima;San Martín de Porres;No aplica;Continuo sólo en la mañana;29;6;5
1484377;21353175;SANTISIMO SACRAMENTO;Secundaria;Privada;Particular;MONTORO CAMONES OLGA EPIFANIA;Activo;JIRON PACASMAYO 3694;Lima;San Martín de Porres;No aplica;Continuo sólo en la mañana;322;26;10
1484443;21358126;2074 VIRGEN PEREGRINA DEL ROSARIO;Secundaria;Pública de gestión directa;Sector Educación;GUZMAN ORBEGOSO ELIEZER JEDIDIAS;Activo;MZ E;Lima;San Martín de Porres;No aplica;Continuo sólo en la mañana;555;26;17
1484617;21336841;VILLA AMERICA;Secundaria;Privada;Particular;ACOSTA MEDINA NENA GLORIA;Activo;MZ D LOTE 44;Lima;San Martín de Porres;No aplica;Continuo sólo en la mañana;103;7;5
1484633;21344273;JUAN PABLO PEREGRINO DE LA PAZ;Secundaria;Privada;Particular;ALLCA MARRON SONIA;Activo;MZ F LOTE 28-29;Lima;San Martín de Porres;No aplica;Continuo sólo en la mañana;181;8;7
1484682;21355801;DANIEL COMBONI;Secundaria;Privada;Particular;VERA NUÑEZ HONORATA NOVA;Activo;MZ E LOTE 5-6;Lima;San Martín de Porres;No aplica;Continuo sólo en la mañana;60;9;5
1484856;22515020;CHRISTIAN BARNARD DE VIPOL;Secundaria;Privada;Particular;TOLENTINO CUENCA OLINDA;Activo;MZ E LOTE 12;Lima;San Martín de Porres;No aplica;Continuo sólo en la mañana;231;6;6
1485218;21434108;JUAN LANDAZURI RICKETTS;Secundaria;Privada;Particular;DIAZ CUEVA JESUS ALFONSO;Activo;MZ B LOTE 06-07;Lima;San Martín de Porres;No aplica;Continuo sólo en la mañana;91;6;5
1485440;21346179;MARKHAM;Secundaria;Privada;Particular;ESCUDERO CALDAS ISABEL;Activo;MZ B LOTE 1-3;Lima;San Martín de Porres;No aplica;Continuo sólo en la mañana;41;6;5
1485531;;MIGUEL GRAU;Secundaria;Privada;Particular;SALAZAR AYLLON NILDA BEATRIZ;Activo;CALLE LAS MORAS 243;Lima;San Martín de Porres;No aplica;Continuo sólo en la mañana;99;7;5
1485549;21417378;JUAN XXIII;Secundaria;Privada;Particular;IZQUIERDO RODRIGUEZ MIROSLAVA GIOVANNA;Activo;AVENIDA ALFREDO MENDIOLA 1542;Lima;San Martín de Porres;No aplica;Continuo sólo en la tarde;79;7;5
1485614;21431966;SANTA MARIA DE FATIMA;Secundaria;Privada;Particular;JAICO TORRES ALICIA;Activo;MZ C LOTE 48;Lima;San Martín de Porres;No aplica;Continuo sólo en la tarde;31;6;5
1486125;;TECHNOLOGY SCHOOLS LOS ALISOS;Secundaria;Privada;Particular;ESCOBAR QUISPE GUZMAN OSWALDO;Activo;MZ M LOTE 13-14;Lima;San Martín de Porres;No aplica;Continuo mañana y tarde;;;
1486182;22382934;INGENIERIA SAN MARTIN DE PORRES;Secundaria;Privada;Particular;GONZALES MALPARTIDA PATRICIA;Activo;JIRON JUAN PICHER 168;Lima;San Martín de Porres;No aplica;Continuo sólo en la mañana;;;
1486190;25012781;MATFISQUI;Secundaria;Privada;Particular;BOJORQUEZ HUANUCO JOSE CARLOS;Activo;JIRON CAJAMARCA 3959- A;Lima;San Martín de Porres;No aplica;Continuo sólo en la mañana;58;7;5
1486257;21420247;SAN REMO;Secundaria;Privada;Particular;TORDOYA FLORES ELIZABETH;Activo;MZ C LOTE 7-8;Lima;San Martín de Porres;No aplica;Continuo sólo en la mañana;6;4;2
1486711;21414069;SANTO DOMINGO EL PREDICADOR;Secundaria;Privada;Particular;RUIZ DE LA CRUZ MARIA LITA;Activo;MZ A LOTE 3-4;Lima;San Martín de Porres;No aplica;Continuo sólo en la mañana;506;25;18
1486950;24875288;CESAR VALLEJO;Secundaria;Privada;Particular;BACA ALFARO CARMELA;Activo;CALLE CINCO MZ E LOTE 4,5,9,10,11,12, ETAPA II;Lima;San Martín de Porres;No aplica;Continuo sólo en la mañana;180;11;8
1487040;21338257;3054 VIRGEN DE LAS MERCEDES;Secundaria;Pública de gestión directa;Sector Educación;LOPEZ ORTIZ WUILIAN FROILAN;Activo;PARQUE 1 MZ F-G;Lima;San Martín de Porres;No aplica;Continuo sólo en la mañana;263;18;11
1487065;21356220;EL NAZARENO;Secundaria;Privada;Particular;CASTRO LOPEZ DELICIA;Activo;MZ U LOTE 20-21;Lima;San Martín de Porres;No aplica;Continuo sólo en la mañana;220;12;8
1487834;21350931;CADILLO;Secundaria;Privada;Particular;CADILLO VIDAL PETRONILA BETTY;Activo;MZ E LOTE 1;Lima;San Martín de Porres;No aplica;Continuo sólo en la mañana;169;8;5
1487990;21334529;ROMA;Secundaria;Privada;Particular;ARISACA CENTENO HAYDEE VANESSA;Activo;AVENIDA CANTA CALLAO MZ B LOTE 15;Lima;San Martín de Porres;No aplica;Continuo sólo en la mañana;197;9;8
1488295;21352421;COLLEGE SAINT MARYS;Secundaria;Privada;Particular;GALLARDO SANCHEZ VIRGINIA CAROLINA;Activo;JIRON SANTA MARIA ANTONIETA 202;Lima;San Martín de Porres;No aplica;Continuo sólo en la mañana;51;6;5
1488410;25006682;REINA DE LA PAZ;Secundaria;Privada;Particular;VALENCIA FUENTES FRIDA MARIBEL;Activo;MZ B LOTE 8-9 ETAPA I;Lima;San Martín de Porres;No aplica;Continuo sólo en la mañana;61;4;5
1488477;21354996;AMISTAD;Secundaria;Privada;Particular;REYES CHAYGUAQUE ANTONIA JOSEFA;Activo;AVENIDA CANTA CALLAO MZ D LOTE 37;Lima;San Martín de Porres;No aplica;Continuo sólo en la mañana;21;6;2
1488527;22510495;VIRGEN DEL ROSARIO DEL NARANJAL;Secundaria;Privada;Particular;AYLAS GONZALES SILVIO CESAR;Activo;MZ C LOTE 6-7-8-16-17-18;Lima;San Martín de Porres;No aplica;Continuo sólo en la mañana;0;0;0
1488535;22389051;REINO DE LOS CIELOS DE VALDIVIEZO;Secundaria;Privada;Particular;JIMENEZ ESCALANTE MARCO ANTONIO;Activo;AVENIDA JAVIER DE LUNA PIZARRO 441;Lima;San Martín de Porres;No aplica;Continuo sólo en la mañana;0;0;0
1488634;22120417;LOS INGENIEROS DE LOS OLIVOS;Secundaria;Privada;Particular;GOICOCHEA VASQUEZ MARCIAL;Activo;MZ N LOTE 18;Lima;San Martín de Porres;No aplica;Continuo sólo en la mañana;76;8;5
1049816;25737075;MASTER CIENCIAS II;Secundaria;Privada;Particular;CABRERA CARRILLO ALVARO FIDEL;Activo;JIRON JUAN PICHERT 198 ETAPA II;Lima;San Martín de Porres;No aplica;Continuo sólo en la mañana;25;5;5
1039544;23545616;PERU REY;Secundaria;Privada;Particular;PALOMINO CORILLA ANGEL ELADIO;Activo;AVENIDA 12 DE OCTUBRE 789;Lima;San Martín de Porres;No aplica;Continuo sólo en la mañana;38;8;5
1308915;;CRUZ SACO DE CIPRESES;Secundaria;Privada;Particular;RIVAS LEVANO DE RENWICK ADELA MARISOL;Activo;MZ W LOTE 10-11 Y 18;Lima;San Martín de Porres;No aplica;Continuo mañana y tarde;105;7;5
1303999;25287681;VANGUARD SCHOOLS;Secundaria;Privada;Particular;MARAVI LAGOS MARIA ROSARIO;Activo;JIRON TORIBIO DE LUZURIAGA S/N MZ F LOTE 8-19;Lima;San Martín de Porres;No aplica;Continuo sólo en la mañana;164;8;6
1306612;22119362;ABRAHAM LINCOLN COLLEGE;Secundaria;Privada;Particular;VALENCIA TERAN OSCAR FELIPE;Activo;CALLE CALIFORNIA 898;Lima;San Martín de Porres;No aplica;Continuo sólo en la mañana;162;12;9
1307909;25649461;ANA MARIA RIVIER;Secundaria;Privada;Particular;ZARAGOZA EGUSQUIZA MARTHA;Activo;MZ N2 LOTE 30-31-32;Lima;San Martín de Porres;No aplica;Continuo sólo en la mañana;87;14;5
1307933;23502623;PALMER SCHOOL;Secundaria;Privada;Particular;VERAMENDI CAICO SHADE ZAREE;Activo;MZ C LOTE 8,9 Y 11-1;Lima;San Martín de Porres;No aplica;Continuo sólo en la mañana;138;10;7
1311679;21338664;CRUZ SACO DEL ALAMO;Secundaria;Privada;Particular;CUEVA QUISPE RIVELINO VICTOR;Activo;MZ B LOTE 21-24;Lima;San Martín de Porres;No aplica;Continuo sólo en la mañana;60;7;5
1320100;22516191;SANTA ANGELA DEL ROSARIO I;Secundaria;Privada;Particular;FRANCISCO GARCIA VITTOR;Activo;MZ A LOTE 02-03;Lima;San Martín de Porres;No aplica;Continuo sólo en la tarde;0;0;0
1324839;21553727;SACO OLIVEROS DE CANTA CALLAO;Secundaria;Privada;Particular;GOMEZ CHAVEZ MARY ISABEL;Activo;MZ A LOTE 7;Lima;San Martín de Porres;No aplica;Continuo sólo en la mañana;304;11;11
1324805;22159941;LAS PRADERAS INTERNATIONAL SCHOOL;Secundaria;Privada;Particular;DIAZ ZEGARRA MARIA JOSEFINA;Activo;AVENIDA SAN JOSE MZ A LOTE 1;Lima;San Martín de Porres;No aplica;Continuo sólo en la tarde;30;5;2
1330315;22383019;TECHNOLOGY SCHOOLS CAYETANO;Secundaria;Privada;Particular;SILVA PONCE DE MEDINA JACQUELINE MARIBEL;Activo;JIRON VILLAVICENCIO 572;Lima;San Martín de Porres;No aplica;Continuo sólo en la mañana;412;12;12
1340074;25226887;INMACULADA COLLEGE;Secundaria;Privada;Particular;VILCAMIZA DAMIAN WALTER ANTONIO;Activo;JIRON 12 DE JUNIO 190-192;Lima;San Martín de Porres;No aplica;Continuo mañana y tarde;14;6;5
1347475;21346098;MARIANNE FROSTIG;Secundaria;Privada;Particular;CATUNTA VALENZUELA REBECA ISABEL;Activo;AVENIDA 12 DE OCTUBRE S/N MZ E LOTE 1 Y 2 ETAPA II;Lima;San Martín de Porres;No aplica;Continuo sólo en la mañana;35;5;3
1349927;21428000;CRISTO MISERICORDIOSO;Secundaria;Privada;Particular;INGA TUPIÑO CLOTILDA;Activo;MZ D LOTE 20;Lima;San Martín de Porres;No aplica;Continuo sólo en la mañana;81;8;5
1358423;21552321;INGENIERIA DE CONDEVILLA;Secundaria;Privada;Particular;REYES SANCHEZ SANTIAGO;Activo;JIRON SALAVERRY 144 MZ M LOTE 26 ETAPA I;Lima;San Martín de Porres;No aplica;Continuo sólo en la mañana;110;4;3
1363191;;PASOS ADELANTE;Secundaria;Privada;Particular;CHIRINOS COX MARIA ELISA;Activo;JIRON PASCO 3124;Lima;San Martín de Porres;No aplica;Continuo sólo en la mañana;;;
1367788;21262821;SAN JUDAS TADEO DE LAS ACACIAS;Secundaria;Privada;Particular;YZARRA TRUJILLO LUCY;Activo;MZ C LOTE 12-13;Lima;San Martín de Porres;No aplica;Continuo sólo en la tarde;43;4;5
1369677;22510649;UNIVERSO SCHOOL;Secundaria;Privada;Particular;RAYMUNDO GUILLEN JESUS;Activo;JIRON PINAR DEL RIO 2615;Lima;San Martín de Porres;No aplica;Continuo sólo en la mañana;29;9;5
1372150;22273957;UNIVERSIA DE S.M.P.;Secundaria;Privada;Particular;VEGA SAVEDRA LUIS GERMAN;Activo;AVENIDA LOS DOMINICOS S/N MZ K LOTE 2-3-4;Lima;San Martín de Porres;No aplica;Continuo sólo en la mañana;236;10;8
1375872;21438081;DOMINGO SAVIO DE SAN MARTIN I;Secundaria;Privada;Particular;BRIONES SILVA ROBERT KELNER;Activo;CALLE CESAR VALLEJO 3650;Lima;San Martín de Porres;No aplica;Continuo sólo en la mañana;260;13;11
1375898;22070746;CRUZ SACO DE VISTA HERMOSA;Secundaria;Privada;Particular;MOLINA ECHEVARRIA CARMEN CYNTHIA;Activo;MZ A LOTE 42-43-4 ETAPA I;Lima;San Martín de Porres;No aplica;Continuo sólo en la mañana;61;12;5
1378595;24585867;CARDANO VIETE INGENIEROS;Secundaria;Privada;Particular;LOPEZ QUEVEDO PEDRO CELESTINO;Activo;MZ D LOTE 37-38;Lima;San Martín de Porres;No aplica;Continuo sólo en la mañana;194;3;5
1380393;22510231;SAN MIGUEL ARCANGEL;Secundaria;Privada;Particular;EMERITA YNES VASQUEZ CABANILLAS;Activo;CALLE YURUMAYO MZ I LOTE 3;Lima;San Martín de Porres;No aplica;Continuo sólo en la mañana;139;11;5
1391325;21349488;LEONARDO FIBONACCI;Secundaria;Privada;Particular;ESPINOZA NARCIZO SOFIA LUCILA;Activo;JIRON ALBERTO ABERD 624 ETAPA I SECTOR ZARUMILLA ALTA;Lima;San Martín de Porres;No aplica;Continuo sólo en la mañana;36;5;5
1391291;;CAMBRIDGE COLLEGE;Secundaria;Privada;Particular;NUMA EZEQUIEL VIZARRETA BERNAOLA;Activo;JIRON VILLA HERMOSA 197;Lima;San Martín de Porres;No aplica;Continuo sólo en la mañana;51;9;5
1402619;25287924;SANTA MARIA PURISIMA;Secundaria;Privada;Particular;FERNANDEZ CHAVEZ MAXIMILIANO CALIXTO;Activo;MZ B LOTE 1-2-3 ETAPA II;Lima;San Martín de Porres;No aplica;Continuo sólo en la mañana;75;8;5
1403740;22070177;JESUS DIVINO REDENTOR;Secundaria;Privada;Particular;RIVERA CARO PATRICIA;Activo;MZ C LOTE 26-27-2;Lima;San Martín de Porres;No aplica;Continuo sólo en la mañana;24;1;5
1404888;21329835;EL AMERICANO;Secundaria;Privada;Particular;VILMA ESTHER CASTILLON PARIONA;Activo;MZ A LOTE 1-3 Y 27-3;Lima;San Martín de Porres;No aplica;Continuo sólo en la mañana;69;11;5
1407337;21438650;MAESTRO DIVINO DE CONDEVILLA;Secundaria;Privada;Particular;YMAN NAVARRO JENNY FABIOLA;Activo;JIRON JOSE DE MENDIBURO Y BONET 101;Lima;San Martín de Porres;No aplica;Continuo sólo en la mañana;81;8;5
1412683;21429171;MADRE TERESA DE LA PAZ;Secundaria;Privada;Particular;VELASQUEZ VILLEGAS EDUARDO TEODORO;Activo;AVENIDA LOS DOMINICOS CUADRA 26 MZ A LOTE 7;Lima;San Martín de Porres;No aplica;Continuo sólo en la mañana;68;5;5
1432541;22509756;MARISCAL ANDRES AVELINO CACERES D. DE SAN DIEGO;Secundaria;Privada;Particular;AZURIN CASTILLO JUAN ATILIO;Activo;LOTE 09;Lima;San Martín de Porres;No aplica;Continuo sólo en la mañana;;;
1441245;;ABRAHAM VALDELOMAR;Secundaria;Privada;Particular;GALLEGOS MEDINA JUANA ROSA;Activo;AVENIDA VICTOR RAUL HAYA DE LA TORRE S/N MZ C LOTE 62;Lima;San Martín de Porres;No aplica;Continuo sólo en la mañana;97;8;5
